"","LotArea","YearBuilt","YearRemodAdd","TotalSF","FullBaths","HalfBaths","TotRmsAbvGrd","SaleType","LotConfig","BldgType","SalePrice"
"1115","5400","1954","2000","1666","1","0","4","WD","Inside","1Fam","117000"
"1116","12085","2007","2007","3468","3","0","7","New","Inside","1Fam","318000"
"1117","7750","2002","2002","1827","3","1","7","WD","Inside","1Fam","184100"
"1118","9764","1967","2003","1788","2","0","5","WD","FR2","1Fam","130000"
"1119","13825","1958","1987","2134","1","1","6","WD","Inside","1Fam","140000"
"1120","7560","1959","1959","2080","1","0","6","WD","Inside","1Fam","133700"
"1121","8263","1920","1950","2024","1","0","6","WD","Inside","1Fam","118400"
"1122","10084","2005","2006","3104","2","0","7","New","Inside","1Fam","212900"
"1123","8926","1956","1956","1632","1","0","5","COD","Corner","1Fam","112000"
"1124","9405","1947","2008","1396","1","1","4","WD","Inside","1Fam","118000"
"1125","9125","1992","1992","1866","2","1","7","WD","Inside","1Fam","163900"
"1126","10434","1955","1955","2010","1","0","5","WD","Inside","1Fam","115000"
"1127","3684","2007","2007","2928","2","0","7","WD","Inside","TwnhsE","174000"
"1128","14572","2004","2004","3060","3","0","7","WD","Corner","1Fam","259000"
"1129","11796","2004","2005","2806","2","1","8","WD","Inside","1Fam","215000"
"1130","7200","1980","1980","1872","2","0","4","WD","Inside","Duplex","140000"
"1131","7804","1928","1950","3103","3","0","7","WD","Inside","1Fam","135000"
"1132","10712","1991","1992","1948","1","0","5","Oth","Inside","1Fam","93500"
"1133","9900","1880","1950","3218","2","0","8","WD","Inside","1Fam","117500"
"1134","9828","1995","1995","3148","2","1","8","WD","Inside","1Fam","239500"
"1135","8773","1997","1997","2516","2","1","7","WD","Inside","1Fam","169000"
"1136","6180","1926","1950","1946","1","0","5","WD","Corner","1Fam","102000"
"1137","9600","1950","1950","2284","1","0","6","WD","Inside","1Fam","119000"
"1138","6342","1875","1996","1800","1","0","6","WD","Inside","1Fam","94000"
"1139","9819","1977","1977","3134","3","0","5","WD","Inside","1Fam","196000"
"1140","8731","1920","1950","2082","1","0","6","WD","Inside","1Fam","144000"
"1141","7350","1951","1951","1904","2","0","4","COD","Corner","1Fam","139000"
"1142","10304","1976","1976","2648","3","1","9","WD","CulDSac","1Fam","197500"
"1143","9965","2006","2007","4294","4","0","11","New","Inside","1Fam","424870"
"1144","9000","1959","1959","2012","1","0","5","WD","Inside","1Fam","80000"
"1145","12180","1941","1950","1596","2","0","5","WD","Inside","2fmCon","80000"
"1146","6240","1928","1950","2618","1","0","8","WD","Inside","1Fam","149000"
"1147","11200","1985","1985","2596","3","0","5","WD","Inside","1Fam","180000"
"1148","12000","1941","1950","2268","1","1","7","WD","Inside","1Fam","174500"
"1149","5700","1926","1950","1683","1","0","5","WD","Inside","1Fam","116900"
"1150","9000","1920","1988","2132","1","1","7","WD","Inside","1Fam","143000"
"1151","8280","1950","1950","1864","1","0","4","WD","Inside","1Fam","124000"
"1152","17755","1959","1959","2932","1","1","6","WD","Inside","1Fam","149900"
"1153","14115","1956","2004","2884","1","0","6","WD","Inside","1Fam","230000"
"1154","5890","1930","2007","1632","1","0","5","WD","Corner","1Fam","120500"
"1155","13700","1965","1988","2684","1","2","8","WD","Inside","1Fam","201800"
"1156","10768","1976","2004","2874","3","0","6","WD","Corner","1Fam","218000"
"1157","9350","1965","1999","2484","2","1","6","WD","Inside","1Fam","179900"
"1158","5001","2007","2008","2628","3","0","6","WD","Inside","Twnhs","230000"
"1159","11932","2007","2008","3160","2","0","7","ConLD","FR2","1Fam","235128"
"1160","9120","1974","1974","2777","2","1","8","WD","Inside","1Fam","185000"
"1161","2280","1978","1978","2311","2","1","7","WD","Inside","Twnhs","146000"
"1162","14778","1954","2006","2936","2","0","7","WD","CulDSac","1Fam","224000"
"1163","8724","1968","1968","1788","1","0","5","WD","Inside","1Fam","129000"
"1164","12900","1969","1969","2456","2","2","6","WD","Inside","Duplex","108959"
"1165","16157","1978","1978","2792","2","1","5","WD","FR2","1Fam","194000"
"1166","9541","2009","2009","3004","2","0","7","New","Inside","1Fam","233170"
"1167","10475","2008","2008","3388","2","0","7","WD","Corner","1Fam","245350"
"1168","10852","2000","2000","2630","3","1","7","WD","Inside","1Fam","173000"
"1169","13728","1935","1986","3235","2","0","7","WD","Corner","1Fam","235000"
"1170","35760","1995","1996","5557","4","1","10","WD","CulDSac","1Fam","625000"
"1171","9880","1977","1977","2214","2","0","6","WD","Inside","1Fam","171000"
"1172","9120","1958","1958","2522","2","0","6","WD","Inside","1Fam","163000"
"1173","4017","2006","2007","1875","2","1","5","WD","Inside","TwnhsE","171900"
"1174","18030","1946","1994","4684","3","0","12","WD","Inside","1Fam","200500"
"1175","16560","1932","1950","3297","2","1","9","WD","Inside","1Fam","239000"
"1176","10678","1992","2000","4555","2","1","9","WD","Inside","1Fam","285000"
"1177","6951","1984","1985","1799","2","0","5","WD","CulDSac","1Fam","119500"
"1178","3950","1926","2004","2042","1","0","5","WD","Inside","1Fam","115000"
"1179","7681","1921","1950","2074","1","1","7","WD","FR2","1Fam","154900"
"1180","8335","1954","1954","1124","1","0","5","WD","Corner","1Fam","93000"
"1181","11170","1990","1991","3730","2","1","8","WD","Corner","1Fam","250000"
"1182","5587","2008","2008","3252","3","1","5","New","Inside","TwnhsE","392500"
"1183","15623","1996","1996","6872","4","1","10","WD","Corner","1Fam","745000"
"1184","10800","1920","1950","2250","2","0","5","WD","Inside","1Fam","120000"
"1185","35133","1963","1963","3144","2","1","5","WD","Inside","1Fam","186700"
"1186","9738","1924","1950","2005","2","0","7","WD","Inside","1Fam","104900"
"1187","10615","1900","1970","2677","3","0","7","WD","Corner","2fmCon","95000"
"1188","12461","1994","1995","3248","3","0","5","WD","Corner","1Fam","262000"
"1189","8935","2002","2002","2491","2","1","7","WD","Inside","1Fam","195000"
"1190","7500","1999","1999","2798","2","1","7","WD","Inside","1Fam","189000"
"1191","32463","1961","1975","2871","2","0","7","WD","Inside","2fmCon","168000"
"1192","2645","1999","2000","2217","2","1","5","WD","Inside","Twnhs","174000"
"1193","9600","1925","1994","2174","1","0","6","WD","Inside","1Fam","125000"
"1194","4500","1999","1999","2448","3","0","5","WD","FR2","TwnhsE","165000"
"1195","9364","1969","1969","2015","1","1","7","WD","Corner","1Fam","158000"
"1196","8029","2005","2005","2184","2","1","8","WD","Inside","1Fam","176000"
"1197","14054","2006","2006","2742","2","1","9","New","Inside","1Fam","219210"
"1198","8850","1916","1950","2505","1","0","7","ConLw","Corner","1Fam","144000"
"1199","9100","2001","2001","2424","2","0","6","WD","Inside","1Fam","178000"
"1200","11235","1963","1979","2433","1","1","6","WD","Inside","1Fam","148000"
"1201","9353","1970","1970","1728","1","0","5","Oth","Inside","1Fam","116050"
"1202","10400","1998","1998","2645","2","1","6","WD","Corner","1Fam","197900"
"1203","6000","1925","1997","2232","2","0","5","WD","Corner","1Fam","117000"
"1204","9750","2000","2001","3260","2","0","6","WD","Inside","1Fam","213000"
"1205","10140","1975","1975","2130","2","1","6","WD","Inside","1Fam","153500"
"1206","14684","1990","1991","4354","2","0","7","WD","CulDSac","1Fam","271900"
"1207","8900","1966","1966","2112","2","0","5","WD","Inside","1Fam","107000"
"1208","9135","2003","2003","3382","3","0","7","WD","Inside","1Fam","200000"
"1209","7763","1962","1980","2214","2","0","6","WD","Inside","1Fam","140000"
"1210","10182","2006","2006","3320","3","0","8","New","CulDSac","1Fam","290000"
"1211","11218","1992","1992","2900","2","1","8","WD","Inside","1Fam","189000"
"1212","12134","1988","2005","2311","2","0","8","WD","Inside","1Fam","164000"
"1213","9340","1941","1950","1344","2","0","4","WD","Inside","1Fam","113000"
"1214","10246","1965","2001","1608","1","1","3","WD","CulDSac","1Fam","145000"
"1215","10205","1962","1962","1924","2","0","6","WD","Inside","1Fam","134500"
"1216","7094","1966","1966","1788","1","0","5","WD","Inside","1Fam","125000"
"1217","8930","1978","1978","1902","2","0","8","WD","Inside","Duplex","112000"
"1218","8640","2009","2009","2614","3","0","6","New","Inside","1Fam","229456"
"1219","6240","1947","1950","912","1","0","3","WD","Inside","1Fam","80500"
"1220","1680","1971","1971","1890","1","1","7","WD","Inside","Twnhs","91500"
"1221","7800","1964","1964","1824","1","0","5","WD","Inside","1Fam","115000"
"1222","8250","1968","1968","2163","1","0","5","WD","Inside","1Fam","134000"
"1223","10496","1949","1950","2886","2","0","7","WD","Inside","1Fam","143000"
"1224","10680","1951","1951","4272","2","0","7","WD","Inside","1Fam","137900"
"1225","15384","2004","2005","2278","3","1","8","WD","Inside","1Fam","184000"
"1226","10482","1958","1958","1726","1","1","6","WD","Inside","1Fam","145000"
"1227","14598","2007","2007","2827","2","1","9","WD","CulDSac","1Fam","214000"
"1228","8872","1965","2008","1824","2","0","5","WD","Corner","1Fam","147000"
"1229","8769","2008","2008","3404","2","1","7","New","Corner","TwnhsE","367294"
"1230","7910","1960","1960","2582","2","0","7","WD","Inside","1Fam","127000"
"1231","18890","1977","1977","3981","2","2","12","WD","Inside","Duplex","190000"
"1232","7728","1962","1962","2296","2","0","6","WD","Inside","Duplex","132500"
"1233","9842","1962","1962","1224","2","0","6","WD","FR2","Duplex","101800"
"1234","12160","1959","1959","2376","2","0","6","COD","Inside","1Fam","142000"
"1235","8525","1911","1950","2904","1","1","7","WD","Inside","1Fam","130000"
"1236","13132","1914","1950","2531","1","1","9","WD","Inside","1Fam","138887"
"1237","2628","2003","2003","2390","2","1","6","WD","Inside","Twnhs","175500"
"1238","12393","2004","2005","2795","2","1","8","WD","FR2","1Fam","195000"
"1239","13072","2005","2005","2282","1","1","6","WD","Inside","1Fam","142500"
"1240","9037","2006","2006","2960","2","0","6","WD","Inside","1Fam","265900"
"1241","8158","2003","2003","2652","3","1","8","WD","Inside","1Fam","224900"
"1242","9849","2007","2007","3378","2","0","7","New","Inside","1Fam","248328"
"1243","10625","1974","1974","2226","3","0","6","WD","Inside","1Fam","170000"
"1244","13891","2006","2006","4152","3","1","7","New","Inside","1Fam","465000"
"1245","11435","1929","1950","2309","1","0","7","WD","Corner","1Fam","230000"
"1246","12090","1984","2003","2453","3","1","7","WD","Inside","1Fam","178000"
"1247","8125","2005","2006","2309","2","1","6","New","Inside","1Fam","186500"
"1248","12328","1976","1976","2046","2","0","6","WD","Inside","1Fam","169900"
"1249","9600","1917","1950","2793","1","1","8","WD","Inside","1Fam","129500"
"1250","7200","1950","1950","1864","1","0","6","WD","Inside","1Fam","119000"
"1251","11160","1968","1968","4220","3","1","8","WD","Corner","1Fam","244000"
"1252","3136","2003","2003","2810","2","0","6","WD","Corner","TwnhsE","171750"
"1253","9858","1968","1968","1738","2","0","5","WD","Inside","1Fam","130000"
"1254","17542","1974","2003","3359","3","1","9","WD","Inside","1Fam","294000"
"1255","6931","2003","2004","2402","2","1","7","WD","Inside","1Fam","165400"
"1256","6240","1931","1950","2251","1","0","6","WD","Inside","1Fam","127500"
"1257","14303","1994","1994","3973","3","0","7","WD","Corner","1Fam","301500"
"1258","4060","1922","1950","1728","1","0","4","WD","Corner","1Fam","99900"
"1259","9587","2005","2005","2022","3","0","5","WD","Inside","1Fam","190000"
"1260","9750","1969","1969","2108","2","1","6","WD","FR2","1Fam","151000"
"1261","24682","1999","1999","2516","2","1","7","WD","CulDSac","1Fam","181000"
"1262","9600","1956","1956","2100","1","0","5","WD","Inside","1Fam","128900"
"1263","11250","1957","1989","2892","2","0","8","WD","Inside","1Fam","161500"
"1264","13515","1919","1950","2588","1","0","8","WD","Inside","1Fam","180500"
"1265","4060","1998","1999","2742","3","0","5","COD","Inside","TwnhsE","181000"
"1266","3735","1999","1999","2143","3","1","6","WD","FR3","TwnhsE","183900"
"1267","10120","1910","1950","2814","1","1","9","WD","Inside","2fmCon","122000"
"1268","13214","2008","2009","4020","2","0","10","WD","Inside","1Fam","378500"
"1269","14100","1935","1997","4175","3","1","11","WD","Inside","1Fam","381000"
"1270","11344","1958","1958","2398","1","1","7","WD","Inside","1Fam","144000"
"1271","23595","1979","1979","2856","2","1","4","WD","Inside","1Fam","260000"
"1272","9156","1968","1968","2978","2","0","7","WD","Inside","1Fam","185750"
"1273","13526","1965","1965","1870","2","0","5","WD","CulDSac","1Fam","137000"
"1274","11512","1959","2006","2376","2","0","5","WD","Corner","1Fam","177000"
"1275","5362","1910","2003","1911","2","0","8","WD","Corner","1Fam","139000"
"1276","11345","1948","1950","2848","2","0","10","WD","Corner","Duplex","137000"
"1277","12936","1972","1972","2118","1","2","6","WD","CulDSac","1Fam","162000"
"1278","17871","1967","1976","3404","2","1","7","WD","CulDSac","1Fam","197900"
"1279","9473","2002","2002","3159","3","1","7","WD","Inside","1Fam","237000"
"1280","7500","1920","1950","1826","1","0","6","COD","Inside","1Fam","68400"
"1281","9808","2002","2002","3146","3","0","6","WD","Inside","1Fam","227000"
"1282","8049","1990","1990","2648","3","0","6","WD","CulDSac","1Fam","180000"
"1283","8800","1977","2008","2080","2","0","5","WD","Inside","1Fam","150500"
"1284","9400","1971","1971","2736","2","2","8","WD","Corner","Duplex","139000"
"1285","9638","1919","1990","3251","2","0","10","WD","Inside","1Fam","169000"
"1286","6000","1939","1950","2192","1","0","6","WD","Inside","1Fam","132500"
"1287","9790","1963","1963","2656","2","1","6","WD","Inside","1Fam","143000"
"1288","36500","1964","1964","3206","2","1","7","WD","Inside","1Fam","190000"
"1289","5664","2000","2000","3160","3","0","5","WD","Inside","TwnhsE","278000"
"1290","11065","2006","2006","3055","2","1","8","New","Inside","1Fam","281000"
"1291","14112","1964","1964","2304","2","0","6","WD","Corner","1Fam","180500"
"1292","1680","1972","1972","1932","2","1","6","WD","Inside","Twnhs","119500"
"1293","6600","1892","1965","3366","2","0","11","WD","Corner","1Fam","107500"
"1294","10140","1976","1976","2496","2","1","8","WD","Inside","1Fam","162900"
"1295","8172","1955","1990","1728","2","0","5","WD","Inside","1Fam","115000"
"1296","8400","1968","1968","2104","2","1","5","WD","Inside","1Fam","138500"
"1297","8700","1963","1963","2248","3","0","6","WD","Inside","1Fam","155000"
"1298","3675","2005","2006","1619","3","0","5","New","Inside","TwnhsE","140000"
"1299","63887","2008","2008","11752","4","1","12","New","Corner","1Fam","160000"
"1300","7500","1959","1994","2492","2","1","6","WD","Inside","1Fam","154000"
"1301","10762","1999","1999","2961","2","1","9","WD","CulDSac","1Fam","225000"
"1302","7500","1942","1950","2265","1","0","7","WD","Inside","1Fam","177500"
"1303","10120","1994","1994","3691","3","1","8","WD","Inside","1Fam","290000"
"1304","8688","2005","2005","3232","2","0","7","WD","Inside","1Fam","232000"
"1305","3363","2004","2004","2684","2","0","7","WD","Inside","TwnhsE","130000"
"1306","13173","2006","2007","3304","3","0","6","WD","Corner","1Fam","325000"
"1307","6955","2005","2006","2736","2","0","6","New","Inside","TwnhsE","202500"
"1308","8072","1994","1995","1980","2","0","5","WD","Inside","1Fam","138000"
"1309","12000","1948","2005","2046","2","0","6","WD","Inside","1Fam","147000"
"1310","7153","1991","1991","2572","3","0","6","WD","Inside","1Fam","179200"
"1311","17500","1959","2002","3804","3","0","7","WD","Inside","1Fam","335000"
"1312","8814","2005","2007","2548","3","0","6","New","Inside","1Fam","203000"
"1313","9572","1990","1990","4263","2","1","9","WD","Inside","1Fam","302000"
"1314","14774","1999","1999","3992","2","1","10","WD","Corner","1Fam","333168"
"1315","8190","1954","1954","1896","2","0","5","WD","Inside","1Fam","119000"
"1316","11075","1969","1969","3064","2","1","9","WD","Inside","1Fam","206900"
"1317","10226","2008","2008","3252","3","0","8","WD","Inside","1Fam","295493"
"1318","4230","2006","2007","2704","2","0","5","New","Corner","TwnhsE","208900"
"1319","14781","2001","2002","3540","2","0","7","WD","CulDSac","1Fam","275000"
"1320","10215","1954","1954","1812","1","0","5","WD","Inside","1Fam","111000"
"1321","8400","1957","1957","2956","2","1","6","WD","Inside","1Fam","156500"
"1322","6627","1949","1950","720","1","0","4","WD","Corner","1Fam","72500"
"1323","10186","1992","1992","2673","3","1","8","WD","Inside","1Fam","190000"
"1324","5330","1940","1950","1128","1","0","5","WD","Inside","1Fam","82500"
"1325","9986","2006","2007","3590","2","0","7","New","Inside","1Fam","147000"
"1326","3636","1922","1950","1592","1","0","5","WD","Inside","1Fam","55000"
"1327","4270","1931","2006","1318","1","0","6","WD","Inside","1Fam","79000"
"1328","6600","1982","2008","1632","1","1","5","WD","Inside","1Fam","130500"
"1329","10440","1920","1950","4302","2","0","8","WD","Corner","1Fam","256000"
"1330","9084","1998","1998","2567","2","1","8","WD","Inside","1Fam","176500"
"1331","10000","2006","2006","3176","2","0","7","WD","Inside","1Fam","227000"
"1332","10780","1976","1976","1865","1","0","6","WD","Inside","1Fam","132500"
"1333","8877","1938","1958","1632","2","0","3","WD","Inside","1Fam","100000"
"1334","7200","1938","1995","2163","1","1","6","WD","Corner","1Fam","125500"
"1335","2368","1970","1970","2130","1","1","7","WD","Inside","TwnhsE","125000"
"1336","9650","1977","1977","2684","2","1","6","WD","Inside","1Fam","167900"
"1337","9246","1973","1973","3312","2","0","8","WD","Inside","Duplex","135000"
"1338","4118","1941","1950","1386","1","0","4","WD","Corner","1Fam","52500"
"1339","13450","2002","2002","2777","3","1","8","WD","Corner","1Fam","200000"
"1340","9560","1972","1972","1728","1","0","5","WD","Corner","1Fam","128500"
"1341","8294","1971","1971","1730","1","0","5","WD","Inside","1Fam","123000"
"1342","13695","2003","2004","2228","2","0","6","WD","Inside","1Fam","155000"
"1343","9375","2002","2002","3453","2","1","7","WD","Inside","1Fam","228500"
"1344","7558","1928","1950","2809","1","1","9","WD","Inside","1Fam","177000"
"1345","11103","2006","2006","2184","2","1","8","New","Corner","1Fam","155835"
"1346","6000","1920","1950","1920","1","0","5","WD","Inside","1Fam","108500"
"1347","20781","1968","2003","3724","2","0","9","WD","CulDSac","1Fam","262500"
"1348","15306","2006","2007","3508","3","0","7","New","Corner","1Fam","283463"
"1349","16196","1998","1998","2976","3","0","5","WD","Inside","1Fam","215000"
"1350","5250","1872","1987","3042","2","0","8","WD","Inside","1Fam","122000"
"1351","11643","1969","1969","3882","3","3","12","WD","Inside","Duplex","200000"
"1352","9247","1962","1962","2574","1","1","8","WD","Inside","1Fam","171000"
"1353","6000","1937","2000","1874","1","0","4","WD","Inside","1Fam","134900"
"1354","14720","1995","1996","5271","3","1","9","WD","CulDSac","1Fam","410000"
"1355","10316","2000","2000","2857","3","1","7","WD","Inside","1Fam","235000"
"1356","10192","1968","1992","2490","3","0","8","WD","Inside","1Fam","170000"
"1357","9477","1966","1966","1756","1","0","5","WD","Corner","1Fam","110000"
"1358","12537","1971","2008","2156","2","1","6","WD","CulDSac","1Fam","149900"
"1359","2117","2000","2000","2329","2","1","5","WD","Inside","Twnhs","177500"
"1360","16737","2004","2005","3960","3","0","8","WD","FR3","1Fam","315000"
"1361","9842","1921","1998","3213","3","1","8","WD","Inside","1Fam","189000"
"1362","16158","2005","2005","3060","3","0","7","WD","Inside","1Fam","260000"
"1363","12513","1920","2007","2453","2","0","7","WD","FR2","1Fam","104900"
"1364","8499","2006","2007","2028","2","1","6","New","Inside","1Fam","156932"
"1365","3180","2005","2005","1800","2","1","4","WD","Inside","TwnhsE","144152"
"1366","7500","2000","2000","2488","3","1","7","WD","Inside","1Fam","216000"
"1367","9179","1999","1999","2663","3","1","7","WD","Inside","1Fam","193000"
"1368","2665","1977","1977","2232","2","0","6","WD","Inside","TwnhsE","127000"
"1369","4435","2003","2004","1696","2","0","4","WD","Inside","TwnhsE","144000"
"1370","10635","2003","2003","3325","3","0","8","WD","FR2","1Fam","232000"
"1371","5400","1920","1950","2214","1","0","6","WD","Corner","1Fam","105000"
"1372","9600","1955","1996","2653","2","0","8","WD","Inside","1Fam","165500"
"1373","9750","1998","1998","3205","3","1","8","WD","Corner","1Fam","274300"
"1374","11400","2001","2002","5266","3","1","8","WD","Inside","1Fam","466500"
"1375","10625","2005","2005","2984","2","1","9","WD","Inside","1Fam","250000"
"1376","10991","2007","2007","3142","2","0","7","New","Inside","1Fam","239000"
"1377","6292","1930","1950","1558","1","0","4","WD","Inside","1Fam","91000"
"1378","10998","1941","1960","2588","2","0","6","WD","Inside","1Fam","117000"
"1379","1953","1973","1973","1470","1","1","5","WD","Inside","Twnhs","83000"
"1380","9735","2006","2007","1778","2","1","7","WD","Inside","1Fam","167500"
"1381","8212","1914","1950","1728","2","0","5","WD","Inside","1Fam","58500"
"1382","12925","1970","1970","3322","2","1","7","WD","Corner","1Fam","237500"
"1383","7200","1920","1950","2358","2","1","8","WD","Corner","1Fam","157000"
"1384","25339","1918","2007","2232","2","0","7","WD","Inside","1Fam","112000"
"1385","9060","1939","1950","1818","1","0","6","WD","Inside","1Fam","105000"
"1386","5436","1922","2007","1950","2","0","7","WD","Inside","1Fam","125500"
"1387","16692","1978","1978","4176","4","1","12","WD","Inside","1Fam","250000"
"1388","8520","1916","1950","3240","2","0","10","CWD","Inside","1Fam","136000"
"1389","14892","2006","2007","3492","3","0","7","WD","CulDSac","1Fam","377500"
"1390","6000","1941","1950","1953","1","1","6","WD","Inside","1Fam","131000"
"1391","9100","2000","2000","3050","3","0","6","WD","Inside","1Fam","235000"
"1392","8944","1967","1967","3168","2","0","8","WD","Inside","Duplex","124000"
"1393","7838","1967","1967","1764","2","0","6","WD","Inside","1Fam","123000"
"1394","10800","1905","2000","2394","2","0","7","WD","Inside","2fmCon","163000"
"1395","4045","2006","2006","2856","3","0","6","New","Inside","TwnhsE","246578"
"1396","12665","2005","2006","3576","2","1","9","WD","Inside","1Fam","281213"
"1397","57200","1948","1950","2434","2","0","7","WD","Inside","1Fam","160000"
"1398","6120","1920","2004","2452","1","1","8","WD","Inside","1Fam","137500"
"1399","7200","1950","1982","3112","2","1","7","WD","Inside","1Fam","138000"
"1400","6171","1925","1990","2584","2","1","7","WD","Inside","1Fam","137450"
"1401","6000","1929","1950","2020","1","0","5","WD","Corner","1Fam","120000"
"1402","7415","2004","2004","2432","3","1","8","WD","Inside","1Fam","193000"
"1403","6762","2006","2006","2580","2","0","6","New","Inside","1Fam","193879"
"1404","15256","2007","2007","2949","3","0","6","WD","CulDSac","1Fam","282922"
"1405","10410","1915","1950","1886","1","0","6","WD","Corner","1Fam","105000"
"1406","3842","2004","2005","3240","3","1","5","WD","Inside","TwnhsE","275000"
"1407","8445","1972","2007","1536","2","0","5","WD","Corner","1Fam","133000"
"1408","8780","1985","1985","1666","2","0","5","WD","Corner","1Fam","112000"
"1409","7740","1910","1950","1985","1","0","6","WD","Inside","1Fam","125500"
"1410","20544","1986","1991","2884","2","1","7","WD","CulDSac","1Fam","215000"
"1411","12420","2001","2001","2784","3","1","6","WD","Inside","1Fam","230000"
"1412","9600","1950","2005","2524","1","1","6","WD","Inside","1Fam","140000"
"1413","7200","1949","1950","1040","2","0","6","WD","Inside","Duplex","90000"
"1414","10994","2005","2006","3688","3","0","7","COD","Corner","1Fam","257000"
"1415","13053","1923","2000","2681","1","1","8","WD","Inside","1Fam","207000"
"1416","3635","2007","2007","2955","2","1","7","WD","Inside","TwnhsE","175900"
"1417","11340","1885","1950","3067","2","0","11","WD","Inside","2fmCon","122500"
"1418","16545","1998","1998","3734","3","1","7","WD","Inside","1Fam","340000"
"1419","9204","1963","1963","2288","2","1","6","COD","Inside","1Fam","124000"
"1420","16381","1969","1969","3688","3","0","7","WD","Inside","1Fam","223000"
"1421","11700","1968","1968","2124","2","1","7","WD","Corner","1Fam","179900"
"1422","4043","1977","1977","2138","2","0","4","WD","Inside","TwnhsE","127500"
"1423","4435","2003","2003","1696","2","0","3","WD","Inside","TwnhsE","136500"
"1424","19690","1966","1966","2898","2","0","8","WD","CulDSac","1Fam","274970"
"1425","9503","1958","1983","2368","2","0","6","WD","Inside","1Fam","144000"
"1426","10721","1959","1959","2504","1","0","7","WD","Inside","1Fam","142000"
"1427","10944","1994","1994","3350","3","1","5","WD","Inside","1Fam","271000"
"1428","10930","1945","1950","2471","2","1","6","WD","Inside","1Fam","140000"
"1429","7200","1940","1992","1592","2","0","4","WD","Corner","1Fam","119000"
"1430","12546","1981","1981","2880","2","0","7","WD","Corner","1Fam","182900"
"1431","21930","2005","2005","2570","2","1","7","WD","Inside","1Fam","192140"
"1432","4928","1976","1976","1916","2","0","5","WD","Inside","TwnhsE","143750"
"1433","10800","1927","2007","1624","2","0","5","WD","Inside","1Fam","64500"
"1434","10261","2000","2000","2728","3","1","8","WD","Inside","1Fam","186500"
"1435","17400","1977","1977","2252","3","0","5","WD","Inside","1Fam","160000"
"1436","8400","1962","2005","2856","2","1","7","COD","Inside","1Fam","174000"
"1437","9000","1971","1971","1728","1","0","5","WD","FR2","1Fam","120500"
"1438","12444","2008","2008","3864","3","0","7","New","FR2","1Fam","394617"
"1439","7407","1957","1996","2148","2","0","6","WD","Inside","1Fam","149700"
"1440","11584","1979","1979","2264","2","1","6","WD","Inside","1Fam","197000"
"1441","11526","1922","1994","3143","2","0","11","WD","Inside","1Fam","191000"
"1442","4426","2004","2004","1696","2","0","3","WD","Inside","TwnhsE","149300"
"1443","11003","2008","2008","3024","3","1","10","WD","Inside","1Fam","310000"
"1444","8854","1916","1950","1904","1","0","4","WD","Inside","1Fam","121000"
"1445","8500","2004","2004","2844","2","0","7","WD","FR2","1Fam","179600"
"1446","8400","1966","1966","1727","2","0","6","WD","Inside","1Fam","129000"
"1447","26142","1962","1962","2376","1","0","6","WD","CulDSac","1Fam","157900"
"1448","10000","1995","1996","3310","3","1","8","WD","Inside","1Fam","240000"
"1449","11767","1910","2000","1906","1","1","6","WD","Inside","1Fam","112000"
"1450","1533","1970","1970","1260","2","0","3","WD","Inside","Twnhs","92000"
"1451","9000","1974","1974","2688","2","2","8","WD","FR2","Duplex","136000"
"1452","9262","2008","2009","3151","2","0","7","New","Inside","1Fam","287090"
"1453","3675","2005","2005","1619","2","0","5","WD","Inside","TwnhsE","145000"
"1454","17217","2006","2006","2280","1","0","6","WD","Inside","1Fam","84500"
"1455","7500","2004","2005","2442","3","0","6","WD","Inside","1Fam","185000"
"1456","7917","1999","2000","2600","2","1","7","WD","Inside","1Fam","175000"
"1457","13175","1978","1988","3615","3","0","7","WD","Inside","1Fam","210000"
"1458","9042","1941","2006","3492","2","0","9","WD","Inside","1Fam","266500"
"1459","9717","1950","1996","2156","2","0","5","WD","Inside","1Fam","142125"
"1460","9937","1965","1965","2512","2","1","6","WD","Inside","1Fam","147500"
